Original_ID,Allele,Strong Binder,Weak Binder,None,binder_type
CD19_l112_int_2534,HLA-A2403,1,2,101,de novo
CD19_l112_int_2534,HLA-A2501,0,8,96,de novo
CD19_l112_int_2534,HLA-A2601,1,5,98,de novo
CD19_l112_int_2534,HLA-A2602,2,5,97,de novo
CD19_l112_int_2534,HLA-A2603,4,2,98,de novo
CD19_l112_int_2534,HLA-A2902,1,2,101,de novo
CD19_l112_int_2534,HLA-A3001,1,2,101,de novo
CD19_l112_int_2534,HLA-A3002,2,3,99,de novo
CD19_l112_int_2534,HLA-A3101,0,0,104,de novo
CD19_l112_int_2534,HLA-A3201,0,2,102,de novo
CD19_l112_int_2534,HLA-A3207,1,7,96,de novo
CD19_l112_int_2534,HLA-A3215,0,4,100,de novo
CD19_l112_int_2534,HLA-A3301,0,1,103,de novo
CD19_l112_int_2534,HLA-A6601,2,3,99,de novo
CD19_l112_int_2534,HLA-A6801,0,2,102,de novo
CD19_l112_int_2534,HLA-A6802,1,1,102,de novo
CD19_l112_int_2534,HLA-A6823,0,5,99,de novo
CD19_l112_int_2534,HLA-A6901,2,6,96,de novo
CD19_l112_int_2534,HLA-A8001,1,5,98,de novo
CD19_l112_int_2534,HLA-B0702,0,4,100,de novo
CD19_l112_int_2534,HLA-B0801,1,2,101,de novo
CD19_l112_int_2534,HLA-B0802,1,5,98,de novo
CD19_l112_int_2534,HLA-B0803,3,7,94,de novo
CD19_l112_int_2534,HLA-B1402,1,5,98,de novo
CD19_l112_int_2534,HLA-B1501,0,2,102,de novo
CD19_l112_int_2534,HLA-B1502,1,3,100,de novo
CD19_l112_int_2534,HLA-B1503,1,2,101,de novo
CD19_l112_int_2534,HLA-B1509,0,5,99,de novo
CD19_l112_int_2534,HLA-B1517,0,4,100,de novo
CD19_l112_int_2534,HLA-B1801,0,2,102,de novo
CD19_l112_int_2534,HLA-B2705,0,1,103,de novo
CD19_l112_int_2534,HLA-B2720,0,4,100,de novo
CD19_l112_int_2534,HLA-B3501,0,4,100,de novo
CD19_l112_int_2534,HLA-B3503,2,1,101,de novo
CD19_l112_int_2534,HLA-B3801,0,1,103,de novo
CD19_l112_int_2534,HLA-B3901,0,4,100,de novo
CD19_l112_int_2534,HLA-B4001,1,1,102,de novo
CD19_l112_int_2534,HLA-B4002,0,2,102,de novo
CD19_l112_int_2534,HLA-B4013,0,3,101,de novo
CD19_l112_int_2534,HLA-B4201,0,6,98,de novo
CD19_l112_int_2534,HLA-B4402,0,2,102,de novo
CD19_l112_int_2534,HLA-B4403,0,2,102,de novo
CD19_l112_int_2534,HLA-B4501,0,3,101,de novo
CD19_l112_int_2534,HLA-B4601,0,4,100,de novo
CD19_l112_int_2534,HLA-B4801,0,5,99,de novo
CD19_l112_int_2534,HLA-B5101,1,2,101,de novo
CD19_l112_int_2534,HLA-B5301,0,1,103,de novo
CD19_l112_int_2534,HLA-B5401,0,4,100,de novo
CD19_l112_int_2534,HLA-B5701,0,1,103,de novo
CD19_l112_int_2534,HLA-B5801,0,1,103,de novo
CD19_l112_int_2534,HLA-B5802,0,1,103,de novo
CD19_l112_int_2534,HLA-B7301,1,2,101,de novo
CD19_l112_int_2534,HLA-B8301,2,5,97,de novo
CD19_l112_int_2534,HLA-C0303,3,3,98,de novo
CD19_l112_int_2534,HLA-C0401,1,5,98,de novo
CD19_l112_int_2534,HLA-C0501,2,4,98,de novo
CD19_l112_int_2534,HLA-C0602,0,5,99,de novo
CD19_l112_int_2534,HLA-C0701,1,4,99,de novo
CD19_l112_int_2534,HLA-C0702,2,2,100,de novo
CD19_l112_int_2534,HLA-C0802,3,3,98,de novo
CD19_l112_int_2534,HLA-C1203,2,4,98,de novo
CD19_l112_int_2534,HLA-C1402,2,4,98,de novo
CD19_l112_int_2534,HLA-C1502,2,4,98,de novo
CD19_l112_int_2630,HLA-A0101,2,3,99,de novo
CD19_l112_int_2630,HLA-A0201,2,3,99,de novo
CD19_l112_int_2630,HLA-A0202,5,1,98,de novo
CD19_l112_int_2630,HLA-A0203,0,4,100,de novo
CD19_l112_int_2630,HLA-A0205,0,3,101,de novo
CD19_l112_int_2630,HLA-A0206,2,7,95,de novo
CD19_l112_int_2630,HLA-A0207,1,1,102,de novo
CD19_l112_int_2630,HLA-A0211,4,6,94,de novo
CD19_l112_int_2630,HLA-A0212,5,2,97,de novo
CD19_l112_int_2630,HLA-A0216,5,7,92,de novo
CD19_l112_int_2630,HLA-A0217,2,3,99,de novo
CD19_l112_int_2630,HLA-A0219,4,3,97,de novo
CD19_l112_int_2630,HLA-A0250,4,7,93,de novo
CD19_l112_int_2630,HLA-A0301,0,0,104,de novo
CD19_l112_int_2630,HLA-A1101,0,0,104,de novo
CD19_l112_int_2630,HLA-A2301,0,2,102,de novo
CD19_l112_int_2630,HLA-A2402,0,1,103,de novo
CD19_l112_int_2630,HLA-A2403,1,3,100,de novo
CD19_l112_int_2630,HLA-A2501,2,7,95,de novo
CD19_l112_int_2630,HLA-A2601,1,6,97,de novo
CD19_l112_int_2630,HLA-A2602,2,5,97,de novo
CD19_l112_int_2630,HLA-A2603,4,4,96,de novo
CD19_l112_int_2630,HLA-A2902,2,3,99,de novo
CD19_l112_int_2630,HLA-A3001,0,4,100,de novo
CD19_l112_int_2630,HLA-A3002,1,4,99,de novo
CD19_l112_int_2630,HLA-A3101,0,0,104,de novo
CD19_l112_int_2630,HLA-A3201,0,3,101,de novo
CD19_l112_int_2630,HLA-A3207,2,7,95,de novo
CD19_l112_int_2630,HLA-A3215,2,3,99,de novo
CD19_l112_int_2630,HLA-A3301,0,1,103,de novo
CD19_l112_int_2630,HLA-A6601,4,3,97,de novo
CD19_l112_int_2630,HLA-A6801,0,2,102,de novo
CD19_l112_int_2630,HLA-A6802,0,1,103,de novo
CD19_l112_int_2630,HLA-A6823,2,3,99,de novo
CD19_l112_int_2630,HLA-A6901,1,9,94,de novo
CD19_l112_int_2630,HLA-A8001,2,4,98,de novo
CD19_l112_int_2630,HLA-B0702,0,3,101,de novo
CD19_l112_int_2630,HLA-B0801,2,1,101,de novo
CD19_l112_int_2630,HLA-B0802,1,9,94,de novo
CD19_l112_int_2630,HLA-B0803,5,7,92,de novo
CD19_l112_int_2630,HLA-B1402,0,4,100,de novo
CD19_l112_int_2630,HLA-B1501,0,4,100,de novo
CD19_l112_int_2630,HLA-B1502,1,3,100,de novo
CD19_l112_int_2630,HLA-B1503,1,4,99,de novo
CD19_l112_int_2630,HLA-B1509,1,3,100,de novo
CD19_l112_int_2630,HLA-B1517,2,4,98,de novo
CD19_l112_int_2630,HLA-B1801,1,1,102,de novo
CD19_l112_int_2630,HLA-B2705,0,0,104,de novo
CD19_l112_int_2630,HLA-B2720,0,4,100,de novo
CD19_l112_int_2630,HLA-B3501,2,2,100,de novo
CD19_l112_int_2630,HLA-B3503,1,2,101,de novo
CD19_l112_int_2630,HLA-B3801,0,2,102,de novo
CD19_l112_int_2630,HLA-B3901,0,6,98,de novo
CD19_l112_int_2630,HLA-B4001,1,0,103,de novo
CD19_l112_int_2630,HLA-B4002,1,1,102,de novo
CD19_l112_int_2630,HLA-B4013,1,5,98,de novo
CD19_l112_int_2630,HLA-B4201,1,6,97,de novo
CD19_l112_int_2630,HLA-B4402,0,2,102,de novo
CD19_l112_int_2630,HLA-B4403,0,1,103,de novo
CD19_l112_int_2630,HLA-B4501,0,2,102,de novo
CD19_l112_int_2630,HLA-B4601,2,4,98,de novo
CD19_l112_int_2630,HLA-B4801,2,2,100,de novo
CD19_l112_int_2630,HLA-B5101,1,1,102,de novo
CD19_l112_int_2630,HLA-B5301,0,1,103,de novo
CD19_l112_int_2630,HLA-B5401,0,3,101,de novo
CD19_l112_int_2630,HLA-B5701,0,3,101,de novo
CD19_l112_int_2630,HLA-B5801,1,2,101,de novo
CD19_l112_int_2630,HLA-B5802,1,1,102,de novo
CD19_l112_int_2630,HLA-B7301,0,4,100,de novo
CD19_l112_int_2630,HLA-B8301,2,8,94,de novo
CD19_l112_int_2630,HLA-C0303,3,4,97,de novo
CD19_l112_int_2630,HLA-C0401,1,12,91,de novo
CD19_l112_int_2630,HLA-C0501,4,2,98,de novo
CD19_l112_int_2630,HLA-C0602,0,6,98,de novo
CD19_l112_int_2630,HLA-C0701,1,5,98,de novo
CD19_l112_int_2630,HLA-C0702,1,5,98,de novo
CD19_l112_int_2630,HLA-C0802,4,2,98,de novo
CD19_l112_int_2630,HLA-C1203,2,4,98,de novo
CD19_l112_int_2630,HLA-C1402,3,6,95,de novo
CD19_l112_int_2630,HLA-C1502,2,4,98,de novo
CD19_l112_int_0963,HLA-A0101,0,2,102,de novo
CD19_l112_int_0963,HLA-A0201,0,2,102,de novo
CD19_l112_int_0963,HLA-A0202,2,1,101,de novo
CD19_l112_int_0963,HLA-A0203,0,3,101,de novo
CD19_l112_int_0963,HLA-A0205,0,1,103,de novo
CD19_l112_int_0963,HLA-A0206,1,5,98,de novo
CD19_l112_int_0963,HLA-A0207,1,1,102,de novo
CD19_l112_int_0963,HLA-A0211,1,8,95,de novo
CD19_l112_int_0963,HLA-A0212,2,3,99,de novo
CD19_l112_int_0963,HLA-A0216,2,4,98,de novo
CD19_l112_int_0963,HLA-A0217,0,3,101,de novo
CD19_l112_int_0963,HLA-A0219,1,3,100,de novo
CD19_l112_int_0963,HLA-A0250,2,5,97,de novo
CD19_l112_int_0963,HLA-A0301,0,0,104,de novo
CD19_l112_int_0963,HLA-A1101,0,0,104,de novo
CD19_l112_int_0963,HLA-A2301,0,1,103,de novo
CD19_l112_int_0963,HLA-A2402,0,1,103,de novo
CD19_l112_int_0963,HLA-A2403,1,2,101,de novo
CD19_l112_int_0963,HLA-A2501,0,8,96,de novo
CD19_l112_int_0963,HLA-A2601,1,5,98,de novo
CD19_l112_int_0963,HLA-A2602,1,8,95,de novo
CD19_l112_int_0963,HLA-A2603,4,5,95,de novo
CD19_l112_int_0963,HLA-A2902,0,0,104,de novo
CD19_l112_int_0963,HLA-A3001,1,3,100,de novo
CD19_l112_int_0963,HLA-A3002,1,1,102,de novo
CD19_l112_int_0963,HLA-A3101,0,0,104,de novo
CD19_l112_int_0963,HLA-A3201,0,2,102,de novo
CD19_l112_int_0963,HLA-A3207,1,5,98,de novo
CD19_l112_int_0963,HLA-A3215,0,5,99,de novo
CD19_l112_int_0963,HLA-A3301,0,1,103,de novo
CD19_l112_int_0963,HLA-A6601,3,3,98,de novo
CD19_l112_int_0963,HLA-A6801,0,2,102,de novo
CD19_l112_int_0963,HLA-A6802,1,1,102,de novo
CD19_l112_int_0963,HLA-A6823,1,3,100,de novo
CD19_l112_int_0963,HLA-A6901,2,5,97,de novo
CD19_l112_int_0963,HLA-A8001,1,3,100,de novo
CD19_l112_int_0963,HLA-B0702,0,3,101,de novo
CD19_l112_int_0963,HLA-B0801,1,2,101,de novo
CD19_l112_int_0963,HLA-B0802,1,5,98,de novo
CD19_l112_int_0963,HLA-B0803,4,6,94,de novo
CD19_l112_int_0963,HLA-B1402,1,3,100,de novo
CD19_l112_int_0963,HLA-B1501,0,2,102,de novo
CD19_l112_int_0963,HLA-B1502,1,2,101,de novo
CD19_l112_int_0963,HLA-B1503,1,2,101,de novo
CD19_l112_int_0963,HLA-B1509,1,5,98,de novo
CD19_l112_int_0963,HLA-B1517,0,5,99,de novo
CD19_l112_int_0963,HLA-B1801,1,0,103,de novo
CD19_l112_int_0963,HLA-B2705,0,0,104,de novo
CD19_l112_int_0963,HLA-B2720,0,3,101,de novo
CD19_l112_int_0963,HLA-B3501,1,1,102,de novo
CD19_l112_int_0963,HLA-B3503,1,2,101,de novo
CD19_l112_int_0963,HLA-B3801,0,1,103,de novo
CD19_l112_int_0963,HLA-B3901,0,5,99,de novo
CD19_l112_int_0963,HLA-B4001,1,1,102,de novo
CD19_l112_int_0963,HLA-B4002,0,2,102,de novo
CD19_l112_int_0963,HLA-B4013,0,3,101,de novo
CD19_l112_int_0963,HLA-B4201,1,4,99,de novo
CD19_l112_int_0963,HLA-B4402,1,2,101,de novo
CD19_l112_int_0963,HLA-B4403,1,1,102,de novo
CD19_l112_int_0963,HLA-B4501,0,2,102,de novo
CD19_l112_int_0963,HLA-B4601,0,4,100,de novo
CD19_l112_int_0963,HLA-B4801,0,5,99,de novo
CD19_l112_int_0963,HLA-B5101,1,2,101,de novo
CD19_l112_int_0963,HLA-B5301,0,1,103,de novo
CD19_l112_int_0963,HLA-B5401,0,3,101,de novo
CD19_l112_int_0963,HLA-B5701,0,1,103,de novo
CD19_l112_int_0963,HLA-B5801,0,1,103,de novo
CD19_l112_int_0963,HLA-B5802,0,2,102,de novo
CD19_l112_int_0963,HLA-B7301,0,2,102,de novo
CD19_l112_int_0963,HLA-B8301,2,6,96,de novo
CD19_l112_int_0963,HLA-C0303,3,3,98,de novo
CD19_l112_int_0963,HLA-C0401,0,7,97,de novo
CD19_l112_int_0963,HLA-C0501,3,2,99,de novo
CD19_l112_int_0963,HLA-C0602,0,4,100,de novo
CD19_l112_int_0963,HLA-C0701,1,4,99,de novo
CD19_l112_int_0963,HLA-C0702,1,4,99,de novo
CD19_l112_int_0963,HLA-C0802,3,3,98,de novo
CD19_l112_int_0963,HLA-C1203,2,6,96,de novo
CD19_l112_int_0963,HLA-C1402,1,4,99,de novo
CD19_l112_int_0963,HLA-C1502,3,4,97,de novo
CD19_l112_int_1670,HLA-A0101,0,3,101,de novo
CD19_l112_int_1670,HLA-A0201,0,6,98,de novo
CD19_l112_int_1670,HLA-A0202,2,3,99,de novo
CD19_l112_int_1670,HLA-A0203,0,3,101,de novo
CD19_l112_int_1670,HLA-A0205,0,3,101,de novo
CD19_l112_int_1670,HLA-A0206,2,8,94,de novo
CD19_l112_int_1670,HLA-A0207,1,1,102,de novo
CD19_l112_int_1670,HLA-A0211,3,6,95,de novo
CD19_l112_int_1670,HLA-A0212,3,5,96,de novo
CD19_l112_int_1670,HLA-A0216,3,6,95,de novo
CD19_l112_int_1670,HLA-A0217,0,5,99,de novo
CD19_l112_int_1670,HLA-A0219,3,4,97,de novo
CD19_l112_int_1670,HLA-A0250,3,7,94,de novo
CD19_l112_int_1670,HLA-A0301,0,0,104,de novo
CD19_l112_int_1670,HLA-A1101,0,0,104,de novo
CD19_l112_int_1670,HLA-A2301,0,2,102,de novo
CD19_l112_int_1670,HLA-A2402,0,1,103,de novo
CD19_l112_int_1670,HLA-A2403,1,2,101,de novo
CD19_l112_int_1670,HLA-A2501,0,9,95,de novo
CD19_l112_int_1670,HLA-A2601,1,5,98,de novo
CD19_l112_int_1670,HLA-A2602,2,6,96,de novo
CD19_l112_int_1670,HLA-A2603,5,3,96,de novo
CD19_l112_int_1670,HLA-A2902,0,1,103,de novo
CD19_l112_int_1670,HLA-A3001,0,4,100,de novo
CD19_l112_int_1670,HLA-A3002,0,2,102,de novo
CD19_l112_int_1670,HLA-A3101,0,0,104,de novo
CD19_l112_int_1670,HLA-A3201,0,4,100,de novo
CD19_l112_int_1670,HLA-A3207,2,7,95,de novo
CD19_l112_int_1670,HLA-A3215,2,4,98,de novo
CD19_l112_int_1670,HLA-A3301,0,1,103,de novo
CD19_l112_int_1670,HLA-A6601,4,3,97,de novo
CD19_l112_int_1670,HLA-A6801,0,2,102,de novo
CD19_l112_int_1670,HLA-A6802,1,2,101,de novo
CD19_l112_int_1670,HLA-A6823,1,5,98,de novo
CD19_l112_int_1670,HLA-A6901,3,6,95,de novo
CD19_l112_int_1670,HLA-A8001,1,2,101,de novo
CD19_l112_int_1670,HLA-B0702,1,2,101,de novo
CD19_l112_int_1670,HLA-B0801,2,1,101,de novo
CD19_l112_int_1670,HLA-B0802,2,5,97,de novo
CD19_l112_int_1670,HLA-B0803,4,5,95,de novo
CD19_l112_int_1670,HLA-B1402,0,5,99,de novo
CD19_l112_int_1670,HLA-B1501,1,1,102,de novo
CD19_l112_int_1670,HLA-B1502,1,3,100,de novo
CD19_l112_int_1670,HLA-B1503,1,2,101,de novo
CD19_l112_int_1670,HLA-B1509,1,5,98,de novo
CD19_l112_int_1670,HLA-B1517,0,7,97,de novo
CD19_l112_int_1670,HLA-B1801,1,0,103,de novo
CD19_l112_int_1670,HLA-B2705,0,0,104,de novo
CD19_l112_int_1670,HLA-B2720,0,2,102,de novo
CD19_l112_int_1670,HLA-B3501,2,4,98,de novo
CD19_l112_int_1670,HLA-B3503,2,2,100,de novo
CD19_l112_int_1670,HLA-B3801,0,2,102,de novo
CD19_l112_int_1670,HLA-B3901,0,6,98,de novo
CD19_l112_int_1670,HLA-B4001,1,0,103,de novo
CD19_l112_int_1670,HLA-B4002,0,1,103,de novo
CD19_l112_int_1670,HLA-B4013,0,2,102,de novo
CD19_l112_int_1670,HLA-B4201,0,5,99,de novo
CD19_l112_int_1670,HLA-B4402,0,3,101,de novo
CD19_l112_int_1670,HLA-B4403,0,2,102,de novo
CD19_l112_int_1670,HLA-B4501,0,1,103,de novo
CD19_l112_int_1670,HLA-B4601,2,4,98,de novo
CD19_l112_int_1670,HLA-B4801,1,5,98,de novo
CD19_l112_int_1670,HLA-B5101,1,2,101,de novo
CD19_l112_int_1670,HLA-B5301,0,1,103,de novo
CD19_l112_int_1670,HLA-B5401,0,4,100,de novo
CD19_l112_int_1670,HLA-B5701,0,2,102,de novo
CD19_l112_int_1670,HLA-B5801,0,2,102,de novo
CD19_l112_int_1670,HLA-B5802,0,2,102,de novo
CD19_l112_int_1670,HLA-B7301,0,3,101,de novo
CD19_l112_int_1670,HLA-B8301,2,5,97,de novo
CD19_l112_int_1670,HLA-C0303,4,4,96,de novo
CD19_l112_int_1670,HLA-C0401,0,11,93,de novo
CD19_l112_int_1670,HLA-C0501,3,4,97,de novo
CD19_l112_int_1670,HLA-C0602,0,7,97,de novo
CD19_l112_int_1670,HLA-C0701,2,4,98,de novo
CD19_l112_int_1670,HLA-C0702,0,6,98,de novo
CD19_l112_int_1670,HLA-C0802,4,3,97,de novo
CD19_l112_int_1670,HLA-C1203,1,5,98,de novo
CD19_l112_int_1670,HLA-C1402,1,6,97,de novo
CD19_l112_int_1670,HLA-C1502,1,7,96,de novo
CD19_l112_nonint_4609,HLA-A0101,1,3,100,de novo
CD19_l112_nonint_4609,HLA-A0201,3,0,101,de novo
CD19_l112_nonint_4609,HLA-A0202,3,3,98,de novo
CD19_l112_nonint_4609,HLA-A0203,0,1,103,de novo
CD19_l112_nonint_4609,HLA-A0205,0,3,101,de novo
CD19_l112_nonint_4609,HLA-A0206,2,6,96,de novo
CD19_l112_nonint_4609,HLA-A0207,1,1,102,de novo
CD19_l112_nonint_4609,HLA-A0211,2,9,93,de novo
CD19_l112_nonint_4609,HLA-A0212,2,6,96,de novo
CD19_l112_nonint_4609,HLA-A0216,2,8,94,de novo
CD19_l112_nonint_4609,HLA-A0217,2,3,99,de novo
CD19_l112_nonint_4609,HLA-A0219,4,2,98,de novo
CD19_l112_nonint_4609,HLA-A0250,3,9,92,de novo
CD19_l112_nonint_4609,HLA-A0301,1,0,103,de novo
CD19_l112_nonint_4609,HLA-A1101,1,1,102,de novo
CD19_l112_nonint_4609,HLA-A2301,0,0,104,de novo
CD19_l112_nonint_4609,HLA-A2402,0,2,102,de novo
CD19_l112_nonint_4609,HLA-A2403,0,3,101,de novo
CD19_l112_nonint_4609,HLA-A2501,0,4,100,de novo
CD19_l112_nonint_4609,HLA-A2601,0,6,98,de novo
CD19_l112_nonint_4609,HLA-A2602,1,8,95,de novo
CD19_l112_nonint_4609,HLA-A2603,0,11,93,de novo
CD19_l112_nonint_4609,HLA-A2902,1,1,102,de novo
CD19_l112_nonint_4609,HLA-A3001,1,5,98,de novo
CD19_l112_nonint_4609,HLA-A3002,1,2,101,de novo
CD19_l112_nonint_4609,HLA-A3101,0,0,104,de novo
CD19_l112_nonint_4609,HLA-A3201,1,4,99,de novo
CD19_l112_nonint_4609,HLA-A3207,2,4,98,de novo
CD19_l112_nonint_4609,HLA-A3215,1,4,99,de novo
CD19_l112_nonint_4609,HLA-A3301,0,3,101,de novo
CD19_l112_nonint_4609,HLA-A6601,0,7,97,de novo
CD19_l112_nonint_4609,HLA-A6801,1,2,101,de novo
CD19_l112_nonint_4609,HLA-A6802,1,1,102,de novo
CD19_l112_nonint_4609,HLA-A6823,1,6,97,de novo
CD19_l112_nonint_4609,HLA-A6901,3,6,95,de novo
CD19_l112_nonint_4609,HLA-A8001,1,3,100,de novo
CD19_l112_nonint_4609,HLA-B0702,0,4,100,de novo
CD19_l112_nonint_4609,HLA-B0801,1,1,102,de novo
CD19_l112_nonint_4609,HLA-B0802,0,7,97,de novo
CD19_l112_nonint_4609,HLA-B0803,2,8,94,de novo
CD19_l112_nonint_4609,HLA-B1402,0,5,99,de novo
CD19_l112_nonint_4609,HLA-B1501,0,3,101,de novo
CD19_l112_nonint_4609,HLA-B1502,2,2,100,de novo
CD19_l112_nonint_4609,HLA-B1503,1,2,101,de novo
CD19_l112_nonint_4609,HLA-B1509,2,3,99,de novo
CD19_l112_nonint_4609,HLA-B1517,2,1,101,de novo
CD19_l112_nonint_4609,HLA-B1801,0,1,103,de novo
CD19_l112_nonint_4609,HLA-B2705,0,1,103,de novo
CD19_l112_nonint_4609,HLA-B2720,0,3,101,de novo
CD19_l112_nonint_4609,HLA-B3501,1,2,101,de novo
CD19_l112_nonint_4609,HLA-B3503,0,3,101,de novo
CD19_l112_nonint_4609,HLA-B3801,0,3,101,de novo
CD19_l112_nonint_4609,HLA-B3901,1,4,99,de novo
CD19_l112_nonint_4609,HLA-B4001,2,2,100,de novo
CD19_l112_nonint_4609,HLA-B4002,1,3,100,de novo
CD19_l112_nonint_4609,HLA-B4013,0,4,100,de novo
CD19_l112_nonint_4609,HLA-B4201,1,3,100,de novo
CD19_l112_nonint_4609,HLA-B4402,0,6,98,de novo
CD19_l112_nonint_4609,HLA-B4403,0,2,102,de novo
CD19_l112_nonint_4609,HLA-B4501,1,1,102,de novo
CD19_l112_nonint_4609,HLA-B4601,0,4,100,de novo
CD19_l112_nonint_4609,HLA-B4801,0,5,99,de novo
CD19_l112_nonint_4609,HLA-B5101,1,3,100,de novo
CD19_l112_nonint_4609,HLA-B5301,1,1,102,de novo
CD19_l112_nonint_4609,HLA-B5401,0,1,103,de novo
CD19_l112_nonint_4609,HLA-B5701,2,0,102,de novo
CD19_l112_nonint_4609,HLA-B5801,1,1,102,de novo
CD19_l112_nonint_4609,HLA-B5802,0,2,102,de novo
CD19_l112_nonint_4609,HLA-B7301,0,2,102,de novo
CD19_l112_nonint_4609,HLA-B8301,1,5,98,de novo
CD19_l112_nonint_4609,HLA-C0303,1,5,98,de novo
CD19_l112_nonint_4609,HLA-C0401,0,6,98,de novo
CD19_l112_nonint_4609,HLA-C0501,3,3,98,de novo
CD19_l112_nonint_4609,HLA-C0602,0,6,98,de novo
CD19_l112_nonint_4609,HLA-C0701,0,9,95,de novo
CD19_l112_nonint_4609,HLA-C0702,0,6,98,de novo
CD19_l112_nonint_4609,HLA-C0802,2,4,98,de novo
CD19_l112_nonint_4609,HLA-C1203,1,4,99,de novo
CD19_l112_nonint_4609,HLA-C1402,1,5,98,de novo
CD19_l112_nonint_4609,HLA-C1502,1,6,97,de novo
CD19_l112_nonint_4914,HLA-A0101,1,2,101,de novo
CD19_l112_nonint_4914,HLA-A0201,2,0,102,de novo
CD19_l112_nonint_4914,HLA-A0202,2,4,98,de novo
CD19_l112_nonint_4914,HLA-A0203,0,1,103,de novo
CD19_l112_nonint_4914,HLA-A0205,0,2,102,de novo
CD19_l112_nonint_4914,HLA-A0206,2,0,102,de novo
CD19_l112_nonint_4914,HLA-A0207,1,2,101,de novo
CD19_l112_nonint_4914,HLA-A0211,3,3,98,de novo
CD19_l112_nonint_4914,HLA-A0212,1,5,98,de novo
CD19_l112_nonint_4914,HLA-A0216,1,6,97,de novo
CD19_l112_nonint_4914,HLA-A0217,1,3,100,de novo
CD19_l112_nonint_4914,HLA-A0219,3,2,99,de novo
CD19_l112_nonint_4914,HLA-A0250,3,7,94,de novo
CD19_l112_nonint_4914,HLA-A0301,0,0,104,de novo
CD19_l112_nonint_4914,HLA-A1101,0,1,103,de novo
CD19_l112_nonint_4914,HLA-A2301,0,0,104,de novo
CD19_l112_nonint_4914,HLA-A2402,0,3,101,de novo
CD19_l112_nonint_4914,HLA-A2403,0,4,100,de novo
CD19_l112_nonint_4914,HLA-A2501,1,5,98,de novo
CD19_l112_nonint_4914,HLA-A2601,0,7,97,de novo
CD19_l112_nonint_4914,HLA-A2602,2,7,95,de novo
CD19_l112_nonint_4914,HLA-A2603,0,9,95,de novo
CD19_l112_nonint_4914,HLA-A2902,0,2,102,de novo
CD19_l112_nonint_4914,HLA-A3001,2,2,100,de novo
CD19_l112_nonint_4914,HLA-A3002,0,2,102,de novo
CD19_l112_nonint_4914,HLA-A3101,0,0,104,de novo
CD19_l112_nonint_4914,HLA-A3201,1,2,101,de novo
CD19_l112_nonint_4914,HLA-A3207,2,6,96,de novo
CD19_l112_nonint_4914,HLA-A3215,1,3,100,de novo
CD19_l112_nonint_4914,HLA-A3301,0,1,103,de novo
CD19_l112_nonint_4914,HLA-A6601,0,10,94,de novo
CD19_l112_nonint_4914,HLA-A6801,0,3,101,de novo
CD19_l112_nonint_4914,HLA-A6802,2,2,100,de novo
CD19_l112_nonint_4914,HLA-A6823,0,6,98,de novo
CD19_l112_nonint_4914,HLA-A6901,4,5,95,de novo
CD19_l112_nonint_4914,HLA-A8001,1,4,99,de novo
CD19_l112_nonint_4914,HLA-B0702,1,2,101,de novo
CD19_l112_nonint_4914,HLA-B0801,1,3,100,de novo
CD19_l112_nonint_4914,HLA-B0802,3,5,96,de novo
CD19_l112_nonint_4914,HLA-B0803,3,4,97,de novo
CD19_l112_nonint_4914,HLA-B1402,1,4,99,de novo
CD19_l112_nonint_4914,HLA-B1501,0,2,102,de novo
CD19_l112_nonint_4914,HLA-B1502,2,3,99,de novo
CD19_l112_nonint_4914,HLA-B1503,0,6,98,de novo
CD19_l112_nonint_4914,HLA-B1509,1,5,98,de novo
CD19_l112_nonint_4914,HLA-B1517,1,5,98,de novo
CD19_l112_nonint_4914,HLA-B1801,0,3,101,de novo
CD19_l112_nonint_4914,HLA-B2705,0,0,104,de novo
CD19_l112_nonint_4914,HLA-B2720,0,3,101,de novo
CD19_l112_nonint_4914,HLA-B3501,1,5,98,de novo
CD19_l112_nonint_4914,HLA-B3503,1,1,102,de novo
CD19_l112_nonint_4914,HLA-B3801,0,1,103,de novo
CD19_l112_nonint_4914,HLA-B3901,1,7,96,de novo
CD19_l112_nonint_4914,HLA-B4001,0,2,102,de novo
CD19_l112_nonint_4914,HLA-B4002,0,1,103,de novo
CD19_l112_nonint_4914,HLA-B4013,0,2,102,de novo
CD19_l112_nonint_4914,HLA-B4201,1,2,101,de novo
CD19_l112_nonint_4914,HLA-B4402,0,6,98,de novo
CD19_l112_nonint_4914,HLA-B4403,0,0,104,de novo
CD19_l112_nonint_4914,HLA-B4501,0,2,102,de novo
CD19_l112_nonint_4914,HLA-B4601,1,6,97,de novo
CD19_l112_nonint_4914,HLA-B4801,1,3,100,de novo
CD19_l112_nonint_4914,HLA-B5101,2,0,102,de novo
CD19_l112_nonint_4914,HLA-B5301,1,2,101,de novo
CD19_l112_nonint_4914,HLA-B5401,1,1,102,de novo
CD19_l112_nonint_4914,HLA-B5701,1,1,102,de novo
CD19_l112_nonint_4914,HLA-B5801,1,0,103,de novo
CD19_l112_nonint_4914,HLA-B5802,0,2,102,de novo
CD19_l112_nonint_4914,HLA-B7301,0,3,101,de novo
CD19_l112_nonint_4914,HLA-B8301,3,1,100,de novo
CD19_l112_nonint_4914,HLA-C0303,1,3,100,de novo
CD19_l112_nonint_4914,HLA-C0401,1,8,95,de novo
